Mod:Item:MetaData, Localized Name
mysticalagriculture:tinkering_table:3, Мастерской стол
mysticalagriculture:tinkering_table:4, Мастерской стол
mysticalagriculture:tier1_inferium_crop, Уровень 1 Инфериумная культура
mysticalagriculture:tier2_inferium_crop, Уровень 2 Инфериумная культура
mysticalagriculture:tier3_inferium_crop, Уровень 3 Инфериумная культура
mysticalagriculture:tier4_inferium_crop, Уровень 4 Инфериумная культура
mysticalagriculture:tier5_inferium_crop, Уровень 5 Инфериумная культура
mysticalagriculture:stone_crop, Каменная культура
mysticalagriculture:dirt_crop, Грязевая культура
mysticalagriculture:nature_crop, Природная культура
mysticalagriculture:wood_crop, Деревянная культура
mysticalagriculture:water_crop, Водная культура
mysticalagriculture:ice_crop, Ледяная культура
mysticalagriculture:fire_crop, Огненная культура
mysticalagriculture:dye_crop, Красящая культура
mysticalagriculture:nether_crop, Культура нижнего мира
mysticalagriculture:coal_crop, Угольная культура
mysticalagriculture:iron_crop, Железная культура
mysticalagriculture:nether_quartz_crop, Культура кварца нижнего мира
mysticalagriculture:glowstone_crop, Светокаменная культура
mysticalagriculture:redstone_crop, Редстоуновая культура
mysticalagriculture:obsidian_crop, Обсидиановая культура
mysticalagriculture:gold_crop, Золотая культура
mysticalagriculture:lapis_lazuli_crop, Лазуритовая культура
mysticalagriculture:end_crop, Культура края
mysticalagriculture:experience_crop, Культура опыта
mysticalagriculture:diamond_crop, Алмазная культура
mysticalagriculture:emerald_crop, Изумрудная культура
mysticalagriculture:zombie_crop, Зомби культура
mysticalagriculture:pig_crop, Свинья культура
mysticalagriculture:chicken_crop, Курица культура
mysticalagriculture:cow_crop, Корова культура
mysticalagriculture:sheep_crop, Овца культура
mysticalagriculture:slime_crop, Слизень культура
mysticalagriculture:skeleton_crop, Скелет культура
mysticalagriculture:creeper_crop, Крипер культура
mysticalagriculture:spider_crop, Паук культура
mysticalagriculture:rabbit_crop, Кролик культура
mysticalagriculture:guardian_crop, Стражник культура
mysticalagriculture:blaze_crop, Ифрит культура
mysticalagriculture:ghast_crop, Гаст культура
mysticalagriculture:enderman_crop, Странник края культура
mysticalagriculture:wither_skeleton_crop, Скелет-Иссушитель культура
mysticalagriculture:rubber_crop, Резиновая культура
mysticalagriculture:silicon_crop, Кремниевая культура
mysticalagriculture:sulfur_crop, Серная культура
mysticalagriculture:aluminum_crop, Алюминиевая культура
mysticalagriculture:copper_crop, Медная культура
mysticalagriculture:saltpeter_crop, Селитровая культура
mysticalagriculture:tin_crop, Оловянная культура
mysticalagriculture:bronze_crop, Бронзовая культура
mysticalagriculture:zinc_crop, Цинковая культура
mysticalagriculture:brass_crop, Латунная культура
mysticalagriculture:silver_crop, Серебряная культура
mysticalagriculture:lead_crop, Свинцовая культура
mysticalagriculture:steel_crop, Стальная культура
mysticalagriculture:nickel_crop, Никелевая культура
mysticalagriculture:constantan_crop, Константовая культура
mysticalagriculture:electrum_crop, Электрумовая культура
mysticalagriculture:invar_crop, Инваровая культура
mysticalagriculture:mithril_crop, Мифриловая культура
mysticalagriculture:titanium_crop, Титановая культура
mysticalagriculture:uranium_crop, Урановая культура
mysticalagriculture:platinum_crop, Платиновая культура
mysticalagriculture:iridium_crop, Иридиевая культура
mysticalagriculture:amber_crop, Янтарная культура
mysticalagriculture:blizz_crop, Близз культура
mysticalagriculture:blitz_crop, Блитц культура
mysticalagriculture:basalz_crop, Базальц культура
mysticalagriculture:signalum_crop, Синаловая культура
mysticalagriculture:lumium_crop, Люмиумная культура
mysticalagriculture:enderium_crop, Эндериумная культура
mysticalagriculture:hop_graphite_crop, HOP Graphite Crop
mysticalagriculture:aluminum_brass_crop, Алюминиево-латунная культура
mysticalagriculture:knightslime_crop, Слизесталевая культура
mysticalagriculture:ardite_crop, Ардитовая культура
mysticalagriculture:cobalt_crop, Кобальтовая культура
mysticalagriculture:manyullyn_crop, Маньюлиновая культура
mysticalagriculture:mystical_flower_crop, Культура мистического цветка
mysticalagriculture:manasteel_crop, Манастальная культура
mysticalagriculture:elementium_crop, Элементиумная культура
mysticalagriculture:terrasteel_crop, Террастальная культура
mysticalagriculture:quicksilver_crop, Ртутная культура
mysticalagriculture:thaumium_crop, Таумиумная культура
mysticalagriculture:void_metal_crop, Культура пустотного металла
mysticalagriculture:uranium_238_crop, Культура уран-238
mysticalagriculture:iridium_ore_crop, Культура иридиевой руды
mysticalagriculture:marble_crop, Мраморная культура
mysticalagriculture:apatite_crop, Апатитовая культура
mysticalagriculture:steeleaf_crop, Культура магического листа
mysticalagriculture:ironwood_crop, Культура железной древесины
mysticalagriculture:knightmetal_crop, Культура королевского металла
mysticalagriculture:fiery_ingot_crop, Культура пламенного слитка
mysticalagriculture:meteoric_iron_crop, Культура метеоритного железа
mysticalagriculture:desh_crop, Деш культура
mysticalagriculture:aquamarine_crop, Аквамариновая культура
mysticalagriculture:starmetal_crop, Культура звездного металла
mysticalagriculture:rock_crystal_crop, Культура горного хрусталя
mysticalagriculture:sky_stone_crop, Культура небесного камня
mysticalagriculture:certus_quartz_crop, Культура заряженного кварца
mysticalagriculture:fluix_crop, Флюксовая культура
mysticalagriculture:miners_torch, Факел шахтера
mysticalagriculture:crafting:0, §eИнфериумная эссенция
mysticalagriculture:crafting:1, §aПрудентиумная эссенция
mysticalagriculture:crafting:2, §6Интермедиумная эссенция
mysticalagriculture:crafting:3, §bСупериумная эссенция
mysticalagriculture:crafting:4, §cСупремиумная эссенция
mysticalagriculture:crafting:5, Осколок процветания
mysticalagriculture:crafting:6, Природный кластер
mysticalagriculture:crafting:7, Красящий кластер
mysticalagriculture:crafting:8, Кластер нижнего мира
mysticalagriculture:crafting:9, Кластер края
mysticalagriculture:crafting:10, Мистический цветочный кластер
mysticalagriculture:crafting:14, Пустая запись
mysticalagriculture:crafting:15, Пустой череп
mysticalagriculture:crafting:16, Базовое Создание семени
mysticalagriculture:crafting:17, Уровень 1 Создание семени
mysticalagriculture:crafting:18, Уровень 2 Создание семени
mysticalagriculture:crafting:19, Уровень 3 Создание семени
mysticalagriculture:crafting:20, Уровень 4 Создание семени
mysticalagriculture:crafting:21, Уровень 5 Создание семени
mysticalagriculture:crafting:22, Мистическая палка
mysticalagriculture:crafting:23, Мистическая нитка
mysticalagriculture:crafting:24, Мистическое перо
mysticalagriculture:crafting:28, Пыль души
mysticalagriculture:crafting:29, §dСоулиумная пыль
mysticalagriculture:crafting:32, Слиток Базовой эссенции
mysticalagriculture:crafting:33, §eИнфериумный слиток
mysticalagriculture:crafting:34, §aПрудентиумный слиток
mysticalagriculture:crafting:35, §6Интермедиумный слиток
mysticalagriculture:crafting:36, §bСупериумный слиток
mysticalagriculture:crafting:37, §cСупремиумный слиток
mysticalagriculture:crafting:38, §dСоулиумный слиток
mysticalagriculture:crafting:39, Самородок Базовой эссенции
mysticalagriculture:crafting:40, §eИнфериумный самородок
mysticalagriculture:crafting:41, §aПрудентиумный самородок
mysticalagriculture:crafting:42, §6Интермедиумный самородок
mysticalagriculture:crafting:43, §bСупериумный самородок
mysticalagriculture:crafting:44, §cСупремиумный самородок
mysticalagriculture:crafting:45, §dСоулиумный самородок
mysticalagriculture:crafting:48, Теоретический бесконечный источник воды
mysticalagriculture:crafting:50, §eИнфериумное ядро удобрения
mysticalagriculture:crafting:51, §aПрудентиумное ядро удобрения
mysticalagriculture:crafting:52, §6Интермедиумное ядро удобрения
mysticalagriculture:crafting:53, §bСупериумное ядро удобрения
mysticalagriculture:crafting:54, §cСупремиумное ядро удобрения
mysticalagriculture:infusion_crystal, Инфузионный кристалл
mysticalagriculture:master_infusion_crystal, §cМастер инфузионный кристалл
mysticalagriculture:core_remover, §cУдалитель ядра
mysticalagriculture:fertilized_essence, §dУдобренная эссенция
mysticalagriculture:mystical_fertilizer, §dМистическое удобрение
mysticalagriculture:inferium_apple, §eИнфериумное яблоко
mysticalagriculture:prudentium_apple, §aПрудентиумное яблоко
mysticalagriculture:intermedium_apple, §6Интермедиумное яблоко
mysticalagriculture:superium_apple, §bСупериумное яблоко
mysticalagriculture:supremium_apple, §cСупремиумное яблоко
mysticalagriculture:coal:0, §eИнфериумный уголь
mysticalagriculture:coal:1, §aПрудентиумный уголь
mysticalagriculture:coal:2, §6Интермедиумный уголь
mysticalagriculture:coal:3, §bСупериумный уголь
mysticalagriculture:coal:4, §cСупремиумный уголь
mysticalagriculture:watering_can:0, §eИнфериумная лейка
mysticalagriculture:watering_can:1, §aПрудентиумная лейка
mysticalagriculture:watering_can:2, §6Интермедиумная лейка
mysticalagriculture:watering_can:3, §bСупериумная лейка
mysticalagriculture:watering_can:4, §cСупремиумная лейка
mysticalagriculture:soulium_dagger, §dСоулиумовый кинжал
mysticalagriculture:xp_droplet, Капелька опыта
mysticalagriculture:chunk:0, Уровень 1 Кусок моба
mysticalagriculture:chunk:1, Уровень 2 Кусок моба
mysticalagriculture:chunk:2, Уровень 3 Кусок моба
mysticalagriculture:chunk:3, Уровень 4 Кусок моба
mysticalagriculture:chunk:4, Уровень 5 Кусок моба
mysticalagriculture:chunk:5, Опыт кусок
mysticalagriculture:chunk:6, Зомби кусок
mysticalagriculture:chunk:7, Свинья кусок
mysticalagriculture:chunk:8, Курица кусок
mysticalagriculture:chunk:9, Корова кусок
mysticalagriculture:chunk:10, Овца кусок
mysticalagriculture:chunk:11, Слизень кусок
mysticalagriculture:chunk:12, Скелет кусок
mysticalagriculture:chunk:13, Крипер кусок
mysticalagriculture:chunk:14, Паук кусок
mysticalagriculture:chunk:15, Кролик кусок
mysticalagriculture:chunk:16, Стражник кусок
mysticalagriculture:chunk:17, Ифрит кусок
mysticalagriculture:chunk:18, Гаст кусок
mysticalagriculture:chunk:19, Странник края кусок
mysticalagriculture:chunk:20, Скелет-Иссушитель кусок
mysticalagriculture:chunk:21, Близз кусок
mysticalagriculture:chunk:22, Блитц кусок
mysticalagriculture:chunk:23, Базальц кусок
mysticalagriculture:stone_essence, Каменная эссенция
mysticalagriculture:dirt_essence, Грязевая эссенция
mysticalagriculture:nature_essence, Природная эссенция
mysticalagriculture:wood_essence, Деревянная эссенция
mysticalagriculture:water_essence, Водная эссенция
mysticalagriculture:ice_essence, Ледяная эссенция
mysticalagriculture:fire_essence, Огненная эссенция
mysticalagriculture:dye_essence, Красящая эссенция
mysticalagriculture:nether_essence, Эссенция нижнего мира
mysticalagriculture:coal_essence, Угольная эссенция
mysticalagriculture:iron_essence, Железная эссенция
mysticalagriculture:nether_quartz_essence, Эссенция кварца нижнего мира
mysticalagriculture:glowstone_essence, Светокаменная эссенция
mysticalagriculture:redstone_essence, Редстоуновая эссенция
mysticalagriculture:obsidian_essence, Обсидиановая эссенция
mysticalagriculture:gold_essence, Золотая эссенция
mysticalagriculture:lapis_lazuli_essence, Лазуритовая эссенция
mysticalagriculture:end_essence, Эссенция края
mysticalagriculture:experience_essence, Эссенция опыта
mysticalagriculture:diamond_essence, Алмазная эссенция
mysticalagriculture:emerald_essence, Изумрудная эссенция
mysticalagriculture:zombie_essence, Зомби эссенция
mysticalagriculture:pig_essence, Свинья эссенция
mysticalagriculture:chicken_essence, Курица эссенция
mysticalagriculture:cow_essence, Корова эссенция
mysticalagriculture:sheep_essence, Овца эссенция
mysticalagriculture:slime_essence, Слизень эссенция
mysticalagriculture:skeleton_essence, Скелет эссенция
mysticalagriculture:creeper_essence, Крипер эссенция
mysticalagriculture:spider_essence, Паук эссенция
mysticalagriculture:rabbit_essence, Кролик эссенция
mysticalagriculture:guardian_essence, Стражник эссенция
mysticalagriculture:blaze_essence, Ифрит эссенция
mysticalagriculture:ghast_essence, Гаст эссенция
mysticalagriculture:enderman_essence, Странник края эссенция
mysticalagriculture:wither_skeleton_essence, Скелет-Иссушитель эссенция
mysticalagriculture:rubber_essence, Резиновая эссенция
mysticalagriculture:silicon_essence, Кремниевая эссенция
mysticalagriculture:sulfur_essence, Серная эссенция
mysticalagriculture:aluminum_essence, Алюминиевая эссенция
mysticalagriculture:copper_essence, Медная эссенция
mysticalagriculture:saltpeter_essence, Селитровая эссенция
mysticalagriculture:tin_essence, Оловянная эссенция
mysticalagriculture:bronze_essence, Бронзовая эссенция
mysticalagriculture:zinc_essence, Цинковая эссенция
mysticalagriculture:brass_essence, Латунная эссенция
mysticalagriculture:silver_essence, Серебряная эссенция
mysticalagriculture:lead_essence, Свинцовая эссенция
mysticalagriculture:steel_essence, Стальная эссенция
mysticalagriculture:nickel_essence, Никелевая эссенция
mysticalagriculture:constantan_essence, Константовая эссенция
mysticalagriculture:electrum_essence, Электрумовая эссенция
mysticalagriculture:invar_essence, Инваровая эссенция
mysticalagriculture:mithril_essence, Мифриловая эссенция
mysticalagriculture:titanium_essence, Титановая эссенция
mysticalagriculture:uranium_essence, Урановая эссенция
mysticalagriculture:platinum_essence, Платиновая эссенция
mysticalagriculture:iridium_essence, Иридиевая эссенция
mysticalagriculture:amber_essence, Янтарная эссенция
mysticalagriculture:blizz_essence, Близз эссенция
mysticalagriculture:blitz_essence, Блитц эссенция
mysticalagriculture:basalz_essence, Базальц эссенция
mysticalagriculture:signalum_essence, Синаловая эссенция
mysticalagriculture:lumium_essence, Люмиумная эссенция
mysticalagriculture:enderium_essence, Эндериумная эссенция
mysticalagriculture:hop_graphite_essence, HOP Graphite Essence
mysticalagriculture:aluminum_brass_essence, Алюминиево-латунная эссенция
mysticalagriculture:knightslime_essence, Слизесталевая эссенция
mysticalagriculture:ardite_essence, Ардитовая эссенция
mysticalagriculture:cobalt_essence, Кобальтовая эссенция
mysticalagriculture:manyullyn_essence, Маньюлиновая эссенция
mysticalagriculture:mystical_flower_essence, Эссенция мистического цветка
mysticalagriculture:manasteel_essence, Манастальная эссенция
mysticalagriculture:elementium_essence, Элементиумная эссенция
mysticalagriculture:terrasteel_essence, Террастальная эссенция
mysticalagriculture:quicksilver_essence, Ртутная эссенция
mysticalagriculture:thaumium_essence, Таумиумная эссенция
mysticalagriculture:void_metal_essence, Эссенция пустотного металла
mysticalagriculture:uranium_238_essence, Эссенция уран-238
mysticalagriculture:iridium_ore_essence, Эссенция иридиевой руды
mysticalagriculture:marble_essence, Мраморная эссенция
mysticalagriculture:apatite_essence, Апатитовая эссенция
mysticalagriculture:steeleaf_essence, Эссенция магического листа
mysticalagriculture:ironwood_essence, Эссенция железной древесины
mysticalagriculture:knightmetal_essence, Эссенция королевского металла
mysticalagriculture:fiery_ingot_essence, Эссенция пламенного слитка
mysticalagriculture:meteoric_iron_essence, Эссенция метеоритного железа
mysticalagriculture:desh_essence, Деш эссенция
mysticalagriculture:aquamarine_essence, Аквамариновая эссенция
mysticalagriculture:starmetal_essence, Эссенция звездного металла
mysticalagriculture:rock_crystal_essence, Эссенция горного хрусталя
mysticalagriculture:sky_stone_essence, Эссенция небесного камня
mysticalagriculture:certus_quartz_essence, Эссенция заряженного кварца
mysticalagriculture:fluix_essence, Флюксовая эссенция
mysticalagriculture:tier1_inferium_seeds, Инфериумные семена
mysticalagriculture:tier2_inferium_seeds, Инфериумные семена
mysticalagriculture:tier3_inferium_seeds, Инфериумные семена
mysticalagriculture:tier4_inferium_seeds, Инфериумные семена
mysticalagriculture:tier5_inferium_seeds, Инфериумные семена
mysticalagriculture:stone_seeds, Каменные семена
mysticalagriculture:dirt_seeds, Грязевые семена
mysticalagriculture:nature_seeds, Природные семена
mysticalagriculture:wood_seeds, Деревянные семена
mysticalagriculture:water_seeds, Водные семена
mysticalagriculture:ice_seeds, Ледяные семена
mysticalagriculture:fire_seeds, Огненные семена
mysticalagriculture:dye_seeds, Красящие семена
mysticalagriculture:nether_seeds, Семена нижнего мира
mysticalagriculture:coal_seeds, Угольные семена
mysticalagriculture:iron_seeds, Железные семена
mysticalagriculture:nether_quartz_seeds, Семена кварца нижнего мира
mysticalagriculture:glowstone_seeds, Светокаменные семена
mysticalagriculture:redstone_seeds, Редстоуновые семена
mysticalagriculture:obsidian_seeds, Обсидиановые семена
mysticalagriculture:gold_seeds, Золотые семена
mysticalagriculture:lapis_lazuli_seeds, Лазуритовые семена
mysticalagriculture:end_seeds, Семена края
mysticalagriculture:experience_seeds, Семена опыта
mysticalagriculture:diamond_seeds, Алмазные семена
mysticalagriculture:emerald_seeds, Изумрудные семена
mysticalagriculture:zombie_seeds, Зомби семена
mysticalagriculture:pig_seeds, Свинья семена
mysticalagriculture:chicken_seeds, Курица семена
mysticalagriculture:cow_seeds, Корова семена
mysticalagriculture:sheep_seeds, Овца семена
mysticalagriculture:slime_seeds, Слизень семена
mysticalagriculture:skeleton_seeds, Скелет семена
mysticalagriculture:creeper_seeds, Крипер семена
mysticalagriculture:spider_seeds, Паук семена
mysticalagriculture:rabbit_seeds, Кролик семена
mysticalagriculture:guardian_seeds, Стражник семена
mysticalagriculture:blaze_seeds, Ифрит семена
mysticalagriculture:ghast_seeds, Гаст семена
mysticalagriculture:enderman_seeds, Странник края семена
mysticalagriculture:wither_skeleton_seeds, Скелет-Иссушитель семена
mysticalagriculture:rubber_seeds, Резиновые семена
mysticalagriculture:silicon_seeds, Кремниевые семена
mysticalagriculture:sulfur_seeds, Серные семена
mysticalagriculture:aluminum_seeds, Алюминиевые семена
mysticalagriculture:copper_seeds, Медные семена
mysticalagriculture:saltpeter_seeds, Селитровые семена
mysticalagriculture:tin_seeds, Оловянные семена
mysticalagriculture:bronze_seeds, Бронзовые семена
mysticalagriculture:zinc_seeds, Цинковые семена
mysticalagriculture:brass_seeds, Латунные семена
mysticalagriculture:silver_seeds, Серебряные семена
mysticalagriculture:lead_seeds, Свинцовые семена
mysticalagriculture:steel_seeds, Стальные семена
mysticalagriculture:nickel_seeds, Никелевые семена
mysticalagriculture:constantan_seeds, Константовые семена
mysticalagriculture:electrum_seeds, Электрумовые семена
mysticalagriculture:invar_seeds, Инваровые семена
mysticalagriculture:mithril_seeds, Мифриловые семена
mysticalagriculture:titanium_seeds, Титановые семена
mysticalagriculture:uranium_seeds, Урановые семена
mysticalagriculture:platinum_seeds, Платиновые семена
mysticalagriculture:iridium_seeds, Иридиевые семена
mysticalagriculture:amber_seeds, Янтарные семена
mysticalagriculture:blizz_seeds, Близз семена
mysticalagriculture:blitz_seeds, Блитц семена
mysticalagriculture:basalz_seeds, Базальц семена
mysticalagriculture:signalum_seeds, Синаловые семена
mysticalagriculture:lumium_seeds, Люмиумные семена
mysticalagriculture:enderium_seeds, Эндериумные семена
mysticalagriculture:hop_graphite_seeds, HOP Graphite Seeds
mysticalagriculture:aluminum_brass_seeds, Алюминиево-латунные семена
mysticalagriculture:knightslime_seeds, Слизесталевые семена
mysticalagriculture:ardite_seeds, Ардитовые семена
mysticalagriculture:cobalt_seeds, Кобальтовые семена
mysticalagriculture:manyullyn_seeds, Маньюлиновые семена
mysticalagriculture:mystical_flower_seeds, Семена мистического цветка
mysticalagriculture:manasteel_seeds, Манастальные семена
mysticalagriculture:elementium_seeds, Элементиумные семена
mysticalagriculture:terrasteel_seeds, Террастальные семена
mysticalagriculture:quicksilver_seeds, Ртутные семена
mysticalagriculture:thaumium_seeds, Таумиумные семена
mysticalagriculture:void_metal_seeds, Семена пустотного металла
mysticalagriculture:uranium_238_seeds, Семена уран-238
mysticalagriculture:iridium_ore_seeds, Семена иридиевой руды
mysticalagriculture:marble_seeds, Мраморные семена
mysticalagriculture:apatite_seeds, Апатитовые семена
mysticalagriculture:steeleaf_seeds, Семена магического листа
mysticalagriculture:ironwood_seeds, Семена железной древесины
mysticalagriculture:knightmetal_seeds, Семена королевского металла
mysticalagriculture:fiery_ingot_seeds, Семена пламенного слитка
mysticalagriculture:meteoric_iron_seeds, Семена метеоритного железа
mysticalagriculture:desh_seeds, Деш семена
mysticalagriculture:aquamarine_seeds, Аквамариновые семена
mysticalagriculture:starmetal_seeds, Семена звездного металла
mysticalagriculture:rock_crystal_seeds, Семена горного хрусталя
mysticalagriculture:sky_stone_seeds, Семена небесного камня
mysticalagriculture:certus_quartz_seeds, Семена заряженного кварца
mysticalagriculture:fluix_seeds, Флюксовые семена
mysticalagriculture:gear:0, §eИнфериумное ядро инструмента
mysticalagriculture:gear:1, §aПрудентиумное ядро инструмента
mysticalagriculture:gear:2, §6Интермедиумное ядро инструмента
mysticalagriculture:gear:3, §bСупериумное ядро инструмента
mysticalagriculture:gear:4, §cСупремиумное ядро инструмента
mysticalagriculture:gear:5, §eИнфериумное ядро брони
mysticalagriculture:gear:6, §aПрудентиумное ядро брони
mysticalagriculture:gear:7, §6Интермедиумное ядро брони
mysticalagriculture:gear:8, §bСупериумное ядро брони
mysticalagriculture:gear:9, §cСупремиумное ядро брони
mysticalagriculture:gear:15, §eИнфериумный наконечник стрелы
mysticalagriculture:gear:16, §aПрудентиумный наконечник стрелы
mysticalagriculture:gear:17, §6Интермедиумный наконечник стрелы
mysticalagriculture:gear:18, §bСупериумный наконечник стрелы
mysticalagriculture:gear:19, §cСупремиумный наконечник стрелы
mysticalagriculture:charm:0, Пустой шарм
mysticalagriculture:charm:1, Шарм: Ночное зрение
mysticalagriculture:charm:2, Шарм: Поглощение
mysticalagriculture:charm:3, Шарм: Сопротивление иссушению
mysticalagriculture:charm:4, Шарм: Антитоксин
mysticalagriculture:charm:5, Шарм: Сопротивление огню
mysticalagriculture:charm:6, Шарм: Сопротивление
mysticalagriculture:charm:7, Шарм: Сила
mysticalagriculture:charm:8, Шарм: Сила 2
mysticalagriculture:charm:9, Шарм: Скорость
mysticalagriculture:charm:10, Шарм: Увеличение прыжка
mysticalagriculture:charm:11, Шарм: Видение шахтера
mysticalagriculture:charm:12, Шарм: Радуга
mysticalagriculture:charm:13, Шарм: Быстрое натягивание
mysticalagriculture:charm:14, Шарм: Тройной выстрел
mysticalagriculture:charm:15, Шарм: Добыча AOE
mysticalagriculture:charm:16, Шарм: Атака AOE
mysticalagriculture:charm:17, Шарм: Обработка AOE
mysticalagriculture:charm:18, Шарм: Стрижка AOE
mysticalagriculture:charm:19, Шарм: Жатва AOE
mysticalagriculture:charm:20, Шарм: Кошение AOE
mysticalagriculture:inferium_arrow, §eИнфериумная стрела
mysticalagriculture:prudentium_arrow, §aПрудентиумная стрела
mysticalagriculture:intermedium_arrow, §6Интермедиумная стрела
mysticalagriculture:superium_arrow, §bСупериумная стрела
mysticalagriculture:supremium_arrow, §cСупремиумная стрела
mysticalagriculture:inferium_sword, §eИнфериумный меч
mysticalagriculture:inferium_pickaxe, §eИнфериумная кирка
mysticalagriculture:inferium_shovel, §eИнфериумная лопата
mysticalagriculture:inferium_axe, §eИнфериумный топор
mysticalagriculture:inferium_hoe, §eИнфериумная мотыга
mysticalagriculture:inferium_shears, §eИнфериумные ножницы
mysticalagriculture:inferium_bow, §eИнфериумный лук
mysticalagriculture:inferium_sickle, §eИнфериумный серп
mysticalagriculture:inferium_scythe, §eИнфериумная коса
mysticalagriculture:inferium_fishing_rod, §eИнфериумная удочка
mysticalagriculture:prudentium_sword, §aПрудентиумный меч
mysticalagriculture:prudentium_pickaxe, §aПрудентиумная кирка
mysticalagriculture:prudentium_shovel, §aПрудентиумная лопата
mysticalagriculture:prudentium_axe, §aПрудентиумный топор
mysticalagriculture:prudentium_hoe, §aПрудентиумная мотыга
mysticalagriculture:prudentium_shears, §aПрудентиумные ножницы
mysticalagriculture:prudentium_bow, §aПрудентиумный лук
mysticalagriculture:prudentium_sickle, §aПрудентиумный серп
mysticalagriculture:prudentium_scythe, §aПрудентиумная коса
mysticalagriculture:prudentium_fishing_rod, §aПрудентиумная удочка
mysticalagriculture:intermedium_sword, §6Интермедиумный меч
mysticalagriculture:intermedium_pickaxe, §6Интермедиумная кирка
mysticalagriculture:intermedium_shovel, §6Интермедиумная лопата
mysticalagriculture:intermedium_axe, §6Интермедиумный топор
mysticalagriculture:intermedium_hoe, §6Интермедиумная мотыга
mysticalagriculture:intermedium_shears, §6Интермедиумные ножницы
mysticalagriculture:intermedium_bow, §6Интермедиумный лук
mysticalagriculture:intermedium_sickle, §6Интермедиумный серп
mysticalagriculture:intermedium_scythe, §6Интермедиумная коса
mysticalagriculture:intermedium_fishing_rod, §6Интермедиумная удочка
mysticalagriculture:superium_sword, §bСупериумный меч
mysticalagriculture:superium_pickaxe, §bСупериумная кирка
mysticalagriculture:superium_shovel, §bСупериумная лопата
mysticalagriculture:superium_axe, §bСупериумный топор
mysticalagriculture:superium_hoe, §bСупериумная мотыга
mysticalagriculture:superium_shears, §bСупериумные ножницы
mysticalagriculture:superium_bow, §bСупериумный лук
mysticalagriculture:superium_sickle, §bСупериумный серп
mysticalagriculture:superium_scythe, §bСупериумная коса
mysticalagriculture:superium_fishing_rod, §bСупериумная удочка
mysticalagriculture:supremium_sword, §cСупремиумный меч
mysticalagriculture:supremium_pickaxe, §cСупремиумная кирка
mysticalagriculture:supremium_shovel, §cСупремиумная лопата
mysticalagriculture:supremium_axe, §cСупремиумный топор
mysticalagriculture:supremium_hoe, §cСупремиумная мотыга
mysticalagriculture:supremium_shears, §cСупремиумные ножницы
mysticalagriculture:supremium_bow, §cСупремиумный лук
mysticalagriculture:supremium_sickle, §cСупремиумный серп
mysticalagriculture:supremium_scythe, §cСупремиумная коса
mysticalagriculture:supremium_fishing_rod, §cСупремиумная удочка
mysticalagriculture:inferium_helmet, §eИнфериумный шлем
mysticalagriculture:inferium_chestplate, §eИнфериумный нагрудник
mysticalagriculture:inferium_leggings, §eИнфериумные поножи
mysticalagriculture:inferium_boots, §eИнфериумные ботинки
mysticalagriculture:prudentium_helmet, §aПрудентиумный шлем
mysticalagriculture:prudentium_chestplate, §aПрудентиумный нагрудник
mysticalagriculture:prudentium_leggings, §aПрудентиумные поножи
mysticalagriculture:prudentium_boots, §aПрудентиумные ботинки
mysticalagriculture:intermedium_helmet, §6Интермедиумный шлем
mysticalagriculture:intermedium_chestplate, §6Интермедиумный нагрудник
mysticalagriculture:intermedium_leggings, §6Интермедиумные поножи
mysticalagriculture:intermedium_boots, §6Интермедиумные ботинки
mysticalagriculture:superium_helmet, §bСупериумный шлем
mysticalagriculture:superium_chestplate, §bСупериумный нагрудник
mysticalagriculture:superium_leggings, §bСупериумные поножи
mysticalagriculture:superium_boots, §bСупериумные ботинки
mysticalagriculture:supremium_helmet, §cСупремиумный шлем
mysticalagriculture:supremium_chestplate, §cСупремиумный нагрудник
mysticalagriculture:supremium_leggings, §cСупремиумные поножи
mysticalagriculture:supremium_boots, §cСупремиумные ботинки
matc:inferiumcrystal, §eInferium Infusion Crystal
matc:prudentiumcrystal, §2Prudentium Infusion Crystal
matc:intermediumcrystal, §6Intermedium Infusion Crystal
matc:superiumcrystal, §9Superium Infusion Crystal
matc:supremiumcrystal, §cSupremium Infusion Crystal
mysticalagradditions:storage:0, §5Block of Insanium Essence
mysticalagradditions:storage:1, §5Block of Insanium
mysticalagradditions:storage:2, §5Block of Insanium Coal
mysticalagradditions:special:0, Nether Star Crux
mysticalagradditions:special:1, Dragon Egg Crux
mysticalagradditions:tinkering_table, Мастерской стол
mysticalagradditions:tier6_inferium_crop, Tier 6 Inferium Crop
mysticalagradditions:nether_star_crop, Nether Star Crop
mysticalagradditions:dragon_egg_crop, Dragon Egg Crop
mysticalagradditions:insanium:0, §5Insanium Essence
mysticalagradditions:insanium:1, Tier 6 Crafting Seed
mysticalagradditions:insanium:2, §5Insanium Ingot
mysticalagradditions:insanium:3, §5Insanium Nugget
mysticalagradditions:insanium:4, Tier 6 Mob Chunk
mysticalagradditions:insanium:5, §5Insanium Coal
mysticalagradditions:stuff:0, Nether Star Shard
mysticalagradditions:stuff:1, Withering Soul
mysticalagradditions:stuff:2, Dragon Egg Chunk
mysticalagradditions:stuff:3, Dragon Scale
mysticalagradditions:stuff:69, Creative Essence
mysticalagradditions:nether_star_essence, Nether Star Essence
mysticalagradditions:dragon_egg_essence, Dragon Egg Essence
